"NAME","variable","percent"
"Bethany CDP, Oregon","B01001_039",4.64186904395942
"Bethany CDP, Oregon","B01001_040",3.44980701574615
"Bethany CDP, Oregon","B01001_041",2.83840557434163
"Bethany CDP, Oregon","B01001_042",0.908563035830174
"Bethany CDP, Oregon","B01001_043",0.806093520510981
"Bethany CDP, Oregon","B01001_044",0.372305905659733
"Bethany CDP, Oregon","B01001_045",0.946135191447211
"Bethany CDP, Oregon","B01001_046",1.07251426034088
"Bethany CDP, Oregon","B01001_047",1.4174949619155
"Bethany CDP, Oregon","B01001_048",0.27666769136182
"Bethany CDP, Oregon","B01001_049",0.898316084298254
"Boring CDP, Oregon","B01001_001",100
"Boring CDP, Oregon","B01001_002",51.1255627813907
"Boring CDP, Oregon","B01001_003",1.00050025012506
"Boring CDP, Oregon","B01001_004",2.80140070035018
"Boring CDP, Oregon","B01001_005",5.75287643821911
"Boring CDP, Oregon","B01001_006",2.65132566283142
"Boring CDP, Oregon","B01001_007",1.05052526263132
"Boring CDP, Oregon","B01001_008",1.25062531265633
"Boring CDP, Oregon","B01001_009",0
"Boring CDP, Oregon","B01001_010",2.15107553776888
"Boring CDP, Oregon","B01001_011",0.600300150075038
"Boring CDP, Oregon","B01001_012",1.65082541270635
"Boring CDP, Oregon","B01001_013",3.50175087543772
"Boring CDP, Oregon","B01001_014",5.50275137568784
"Boring CDP, Oregon","B01001_015",3.25162581290645
"Boring CDP, Oregon","B01001_016",2.65132566283142
"Boring CDP, Oregon","B01001_017",3.55177588794397
"Boring CDP, Oregon","B01001_018",0.950475237618809
"Boring CDP, Oregon","B01001_019",1.70085042521261
"Boring CDP, Oregon","B01001_020",0.550275137568784
"Boring CDP, Oregon","B01001_021",4.75237618809405
"Boring CDP, Oregon","B01001_022",2.80140070035018
"Boring CDP, Oregon","B01001_023",0.850425212606303
"Boring CDP, Oregon","B01001_024",1.80090045022511
"Boring CDP, Oregon","B01001_025",0.350175087543772
"Boring CDP, Oregon","B01001_026",48.8744372186093
"Boring CDP, Oregon","B01001_027",0
"Boring CDP, Oregon","B01001_028",3.65182591295648
"Boring CDP, Oregon","B01001_029",3.80190095047524
